序号,项目名称,房源描述,建筑面积,户型,楼层,总层数,朝向,建筑年代,单价（元/平米）,总价（万元）,所属学校,距离学校,所在区县,学区内小区个数,普通,小班教学,区重点,体育类,艺术类,语文类,双语,科技类,名校附属,市重点,外语类
4154,采荷东区,一家委托!!!98年一梯两户全明户型、采荷目前,68,2室1厅,中层,7,南北向,1995,40441,275,杭州采荷第三小学,0.17km,采荷,3个小区,否,是,是,否,否,否,否,否,否,否,否
4155,采荷东区,采荷东区 两房朝南 一房朝北 西边套 口300米 诚售,86,3室1厅,高层,7,北向,2010,36735,315,杭州采荷第三小学,0.17km,采荷,3个小区,否,是,是,否,否,否,否,否,否,否,否
4156,采荷东区,"采荷 新出边套户型,正气三房,南北双阳台,诚心卖,采光好",76,3室1厅,中层,7,南北向,1995,36579,278,杭州采荷第三小学,0.17km,采荷,3个小区,否,是,是,否,否,否,否,否,否,否,否
4157,龙湖滟澜山,龙湖小两房 纯边套 精装修可 繁华地段出行便利,60,2室1厅,低层,22,西向,2013,28333,170,下沙经济开发区学林街小学,0.42km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
4158,龙湖滟澜山,龙湖滟澜山 三期茗轩 大两房 看房方便 品质生活 真实价格,89,2室2厅,低层,26,南北向,2015,30674,273,下沙经济开发区学林街小学,0.42km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
4159,温馨人家,"2015年全新的装修,三房可改四房,90%的得房率,满两年出",138,3室2厅,中层,6,南北向,2014,34058,470,江南实验学校教育集团小学部,0.40km,西兴,13个小区,否,否,是,否,否,否,否,否,是,否,否
4160,九润公寓,九润公寓 35万精装修 高楼层 房东置换大套 诚售,89,3室2厅,高层,12,南北向,2013,29213,260,杭州师范大学东城实验学校,0.80km,九堡,10个小区,否,是,是,否,否,否,否,否,否,否,否
4161,金地天逸,金地天逸 精装修大面积跃层房东诚心卖 看房方便,232,3室2厅,低层,30,南北向,2015,28017,650,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4162,赛丽绿城慧园,"慧园,物业,响当当的品质,有口皆碑的服务,大四房!",155,4室2厅,中层,18,西南向,2014,46839,726,大关小学教育集团申花校区,0.38km,西湖,8个小区,是,是,否,否,是,否,否,否,否,否,否
4163,赛丽绿城慧园,"慧园,品质,三房二厅房东诚心出售开发商统一精装修带地暖",161,3室2厅,中层,18,南北向,2014,58137,936,大关小学教育集团申花校区,0.38km,西湖,8个小区,是,是,否,否,是,否,否,否,否,否,否
4164,金狮苑,胡雪岩故居电梯房金狮苑三房朝南05年商品房房东诚心出售,138,3室2厅,中层,11,南向,1998,38406,530,杭州市抚宁巷小学,0.23km,南星,5个小区,是,是,否,否,否,否,是,否,否,否,否
4165,金狮苑,总价很低的两房朝南 可做两房两厅 采光好 全明 卫生间大,45,2室1厅,高层,7,南北向,1996,38222,172,杭州市抚宁巷小学,0.23km,南星,5个小区,是,是,否,否,否,否,是,否,否,否,否
4166,金狮苑,金狮苑 标准南北两房 户型正气 口100米 诚售!!!,55,2室1厅,中层,7,南向,1998,34603,189,杭州市抚宁巷小学,0.23km,南星,5个小区,是,是,否,否,否,否,是,否,否,否,否
4167,金地天逸,"金地天逸四房,南北双阳台,随时看房价格可可谈",135,4室2厅,中层,33,南北向,2015,33333,450,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4168,金地天逸,"送二十万精装修,两房朝南户型方正,随时看房,诚售",88,2室2厅,中层,30,南北向,2014,31023,273,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4169,金狮苑,金狮苑 采光遮眼 户型正气 南北通透 诚售!!!,56,2室1厅,高层,7,南北向,1998,39286,220,杭州市抚宁巷小学,0.23km,南星,5个小区,是,是,否,否,否,否,是,否,否,否,否
4170,金狮苑,"正规成熟小区,小区中间安静,楼层,光线好!",46,2室1厅,中层,6,南北向,1998,40481,185,杭州市抚宁巷小学,0.23km,南星,5个小区,是,是,否,否,否,否,是,否,否,否,否
4171,金狮苑,"金狮苑两房朝南,带30方大院子,三室一厅,三阳台,挑高一楼",89,3室1厅,低层,7,南北向,1998,40554,360,杭州市抚宁巷小学,0.23km,南星,5个小区,是,是,否,否,否,否,是,否,否,否,否
4172,金狮苑,"金狮苑南北大两房,厨卫全明通透,一梯三户清爽,看房方便的",60,2室1厅,高层,7,南北向,1996,31561,190,杭州市抚宁巷小学,0.23km,南星,5个小区,是,是,否,否,否,否,是,否,否,否,否
4173,铭雅苑,51方小户型 130万 旁 看房方便 优房!!!,52,1室1厅,高层,4,南向,2012,25233,130,古墩路小学,1.77km,余杭,5个小区,是,否,否,否,否,否,否,否,否,否,否
4174,金地天逸,"金地大跃层,改善必看,近期必卖,实用面积大,可看可谈,急抛!",135,4室2厅,低层,33,南北向,2014,29718,400,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4175,金地天逸,金地天逸 186方跃层户型 南区 精装六房 南北通透 包税,187,6室2厅,中层,29,南向,2014,34853,650,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4176,金地天逸,"滨康路站,交通便捷,毗邻湘湖景区,周边配套设施完善!",115,4室2厅,低层,30,南北向,2016,31304,360,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4177,商城花园,商城花园 独栋别墅 东边 250方花园 赠车库露台 闹中取静,251,5室2厅,高层,1,南北向,1998,31873,800,萧山回澜小学,1.18km,萧山,4个小区,是,否,否,否,否,是,否,否,否,否,否
4178,金地天逸,新出纯毛坯大四房 赠送面积65平米户型方正南北通透 诚心出售,135,4室2厅,低层,33,南北向,2014,29718,400,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4179,金地天逸,金地天逸 四房朝南双阳台赠送面积有四十多方 视野开阔诚心出售,129,4室2厅,中层,30,南北向,2014,31107,400,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4180,金地天逸,"室内赠送面积28方,标准3房两卫,精装38万,自己住了3个月",98,3室2厅,中层,33,南北向,2014,31530,310,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4181,金地天逸,金地天逸 萧山豪宅典范 300万和成功人士为邻,98,3室2厅,高层,33,南北向,2013,30612,300,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4182,海棠公寓,海棠公寓 楼盘 三室两厅两卫 南北双阳台 游泳池景观房,86,3室2厅,低层,17,南北向,2000,29738,255,杭州师范大学东城实验学校,0.40km,九堡,10个小区,否,是,是,否,否,否,否,否,否,否,否
4183,海棠公寓,好房出售 房东诚心 户型正气 价格可谈,89,3室2厅,低层,16,南北向,2011,25224,225,杭州师范大学东城实验学校,0.40km,九堡,10个小区,否,是,是,否,否,否,否,否,否,否,否
4184,海棠公寓,成熟小区 舒适三房 精装修 客厅带阳台,130,3室2厅,低层,16,南北向,2000,28549,370,杭州师范大学东城实验学校,0.40km,九堡,10个小区,否,是,是,否,否,否,否,否,否,否,否
4185,金狮苑,"金狮苑,两房朝南,南北通透,干湿分离,房东置换新房诚心出售",68,3室1厅,中层,7,南北向,1998,39706,270,杭州市抚宁巷小学,0.23km,南星,5个小区,是,是,否,否,否,否,是,否,否,否,否
4186,铭雅苑,"古墩路双口精装大三房,30万精装修,大三房朝南,诚心出售",103,3室2厅,中层,6,南北向,2004,26214,270,古墩路小学,1.77km,余杭,5个小区,是,否,否,否,否,否,否,否,否,否,否
4187,铭雅苑,铭雅苑 舒适三房 拎包直接入住 享受舒适生活!,98,3室2厅,中层,6,南向,2000,25510,250,古墩路小学,1.77km,余杭,5个小区,是,否,否,否,否,否,否,否,否,否,否
4188,金地天逸,大气跃层 赠送65方 大4房 可改性大 东边套 有车位 诚心,135,4室2厅,中层,33,南北向,2015,31111,420,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4189,金地天逸,新上金地天逸 豪华装修好房 价格合适房东诚心出售,233,5室2厅,中层,33,南北向,2017,30043,700,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4190,金地天逸,"格局方正,双南设计,全明通透,豪华气派彰显无疑。",98,3室2厅,高层,34,南北向,2015,32653,320,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4191,金地天逸,金地天逸 真实边套 口有车位 看房方便 房 东 诚 售,230,4室2厅,高层,30,南北向,2017,30435,700,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4192,海棠公寓,海棠公寓 精装修随时交房 实验 物美边上 诚心出售,86,3室2厅,中层,16,南北向,2000,27907,240,杭州师范大学东城实验学校,0.40km,九堡,10个小区,否,是,是,否,否,否,否,否,否,否,否
4193,金狮苑,"房东诚心出出售,看房提前联系。",57,2室1厅,高层,7,南北向,1998,33159,190,杭州市抚宁巷小学,0.23km,南星,5个小区,是,是,否,否,否,否,是,否,否,否,否
4194,金狮苑,"金狮苑商品房,单价只要37000,旁边回迁房单价35000",138,3室2厅,中层,17,南北向,1998,37681,520,杭州市抚宁巷小学,0.23km,南星,5个小区,是,是,否,否,否,否,是,否,否,否,否
4195,玄坛公寓,玄坛公寓长寿桥春蕾 00次新房 两房朝南 正气户型,88,2室2厅,高层,7,南向,2000,42065,370,杭州市长寿桥小学凤起校区,0.41km,下城,11个小区,否,是,否,否,否,否,否,否,否,是,否
4196,海棠公寓,"海棠公寓开发商,高品质小区,东边套,东城实验,",121,3室2厅,低层,17,南北向,2011,25225,305,杭州师范大学东城实验学校,0.40km,九堡,10个小区,否,是,是,否,否,否,否,否,否,否,否
4197,海棠公寓,物业给您安全保障 全明南北通透户型有车位低于市场价20万,129,3室2厅,中层,11,南向,2011,23256,300,杭州师范大学东城实验学校,0.40km,九堡,10个小区,否,是,是,否,否,否,否,否,否,否,否
4198,金狮苑,楼层 厨卫全明 小两房 装修保养好,48,2室1厅,高层,7,南北向,1996,33054,158,杭州市抚宁巷小学,0.23km,南星,5个小区,是,是,否,否,否,否,是,否,否,否,否
4199,金地天逸,金地天逸 精装修 采光好 房东诚售 价格可谈,89,2室2厅,中层,30,南北向,2014,33708,300,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4200,金地天逸,金地天逸豪华硬装 次新房 每个房间带卫生间 单价低 有车位,232,3室2厅,低层,30,南北向,2015,30172,700,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4201,金地天逸,新上房源 纯毛坯 想怎么装 就怎么装 看房方便 南北通透,135,4室3厅,低层,33,南北向,2014,32963,445,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4202,钱江六苑,"六苑 南北通透 小3房,视野好,无占用,电梯房 配套好",98,3室2厅,低层,18,南北向,2007,40762,400,杭州采荷第一小学教育集团钱江苑校区,0.21km,三堡,17个小区,否,是,是,否,否,否,否,否,否,否,否
4203,金地天逸,"滨康路站,交通便捷,毗邻湘湖景区,周边配套设施完善",115,4室2厅,低层,30,南北向,2016,30435,350,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4204,海棠公寓,中间楼层 两房朝南一房朝北 南北通透 全明户型,87,3室2厅,中层,16,南北向,2000,27682,240,杭州师范大学东城实验学校,0.40km,九堡,10个小区,否,是,是,否,否,否,否,否,否,否,否
4205,海棠公寓,成熟小区 舒适三房 精装修 客厅带阳台,130,3室2厅,低层,16,南北向,2000,28560,370,杭州师范大学东城实验学校,0.40km,九堡,10个小区,否,是,是,否,否,否,否,否,否,否,否
4206,龙湖滟澜山,龙湖精装好房 全明采光 让您拥有一个品质的家!!!,90,2室2厅,低层,24,南北向,2013,31667,285,下沙经济开发区学林街小学,0.42km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
4207,龙湖滟澜山,"本周推 荐:龙湖丽轩经典大三房,120方阳台,随时看房!",119,3室2厅,低层,26,南北向,2015,33613,400,下沙经济开发区学林街小学,0.42km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
4208,龙湖滟澜山,"东北边套户型,精装修25万全送,首付80万即可,金沙湖站",81,2室2厅,高层,25,南北向,2013,30617,248,下沙经济开发区学林街小学,0.42km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
4209,钱江六苑,钱江六苑 采荷一校和新城实验 双学双优 交通方便 随时看房!,125,3室1厅,中层,11,西南向,2005,40000,500,杭州采荷第一小学教育集团钱江苑校区,0.21km,三堡,17个小区,否,是,是,否,否,否,否,否,否,否,否
4210,钱江六苑,房东诚心出售 房东自住精装修 省事省心省力,98,3室2厅,低层,18,南北向,2010,36697,360,杭州采荷第一小学教育集团钱江苑校区,0.21km,三堡,17个小区,否,是,是,否,否,否,否,否,否,否,否
4211,钱江六苑,钱江六苑 朝南户型带大阳台大飘窗 房东置换出售 可随时看房,107,3室2厅,低层,18,南北向,2005,35080,375,杭州采荷第一小学教育集团钱江苑校区,0.21km,三堡,17个小区,否,是,是,否,否,否,否,否,否,否,否
4212,金地天逸,"跃层,东边套,三房朝南,两房朝北,客厅朝南,南北通透,全明",138,5室2厅,低层,33,南北向,2015,32609,450,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4213,龙湖滟澜山,"龙湖滟澜山澜轩:二室两厅,精装修15万,81房235万!急卖",81,2室2厅,中层,24,南向,2015,29012,235,下沙经济开发区学林街小学,0.42km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
4214,采荷人家,总价低 全明三房 东边套豪装装修 南北通透设施全送,108,3室1厅,低层,24,南北向,2010,46296,500,杭州采荷第三小学,0.44km,采荷,3个小区,否,是,是,否,否,否,否,否,否,否,否
4215,金地天逸,金地天逸 豪华精装好房 得 房,98,3室2厅,高层,33,南向,2016,41633,408,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4216,金地天逸,金地天逸 跃层结构 采光好 南北通透 价格可谈,135,4室2厅,中层,33,南北向,2014,30370,410,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4217,金地天逸,金地天逸 品质小区 138方赠送88方 5房 看房方便,138,5室2厅,低层,33,南北向,2015,31159,430,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
4218,海棠公寓,海棠公寓30万精装两房 边套 中间楼层 !!!,89,2室2厅,中层,16,南北向,2010,34270,305,杭州师范大学东城实验学校,0.40km,九堡,10个小区,否,是,是,否,否,否,否,否,否,否,否
4219,龙湖滟澜山,新挂牌房东诚心出售 价格好谈的 精装好房!致电我,60,2室2厅,中层,22,西向,2012,30000,180,下沙经济开发区学林街小学,0.42km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
4220,龙湖滟澜山,",267万元低价出售,房主急售。",89,3室2厅,低层,18,南北向,2016,30000,267,下沙经济开发区学林街小学,0.42km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
4221,龙湖滟澜山,精装两房 房东诚卖 龙湖天街旁 购物逛街两相宜!!!,60,2室2厅,中层,22,南向,2013,30000,180,下沙经济开发区学林街小学,0.42km,下沙物美,5个小区,是,否,否,否,否,是,否,否,否,否,否
4222,采荷人家,总价低 全明三房 东边套豪装装修 南北通透设施全送,108,3室1厅,低层,24,南北向,2010,46296,500,杭州采荷第三小学,0.44km,采荷,3个小区,否,是,是,否,否,否,否,否,否,否,否
4223,采荷人家,"近期新出好房源,中间楼层,前后无遮挡,业主诚心出售。",234,4室2厅,高层,18,南北向,2005,38388,900,杭州采荷第三小学,0.44km,采荷,3个小区,否,是,是,否,否,否,否,否,否,否,否
4224,金地天逸,金地天逸 186方跃层户型 南区 精装5房 南北通透,186,5室2厅,中层,33,南北向,2014,35484,660,萧山湘湖小学,1.30km,城厢,10个小区,否,否,是,否,否,否,否,是,否,否,否
